customer_id,gender,age,payment_method
C116662,Male,38,Cash
C116665,Female,69,Cash
C116666,Female,18,Cash
C116670,Female,68,Debit Card
C116672,Male,35,Cash
C116674,Male,53,Credit Card
C116676,Female,24,Cash
C116678,Female,48,Credit Card
C116683,Male,45,Debit Card
C116690,Male,21,Cash
C116693,Male,38,Cash
C116694,Male,20,Cash
C116695,Male,27,Cash
C116697,Female,52,Cash
C116703,Male,57,Cash
C116713,Male,31,Debit Card
C116715,Female,45,Cash
C116721,Male,62,Credit Card
C116723,Male,49,Credit Card
C116725,Female,45,Credit Card
C116726,Female,58,Credit Card
C116728,Male,42,Credit Card
C116730,Male,61,Cash
C116735,Male,19,Cash
C116741,Female,67,Credit Card
C116743,Female,60,Credit Card
C116745,Male,51,Cash
C116747,Female,27,Debit Card
C116749,Male,48,Cash
C116752,Male,53,Cash
C116756,Male,42,Cash
C116758,Male,64,Cash
C116761,Female,33,Credit Card
C116768,Male,49,Debit Card
C116769,Female,58,Cash
C116777,Female,65,Cash
C116778,Male,56,Cash
C116782,Female,49,Debit Card
C116783,Female,62,Cash
C116787,Male,48,Cash
C116789,Female,64,Credit Card
C116791,Male,54,Cash
C116792,Female,31,Cash
C116794,Female,64,Credit Card
C116796,Female,31,Debit Card
C116798,Female,24,Debit Card
C116799,Male,59,Cash
C116802,Male,66,Credit Card
C116803,Female,26,Cash
C116805,Male,59,Cash
C116808,Female,27,Credit Card
C116811,Female,58,Debit Card
C116812,Female,18,Cash
C116813,Female,66,Credit Card
C116816,Female,29,Cash
C116818,Female,46,Credit Card
C116819,Male,47,Credit Card
C116820,Female,65,Cash
C116824,Female,37,Cash
C116828,Female,42,Cash
C116831,Female,53,Debit Card
C116836,Female,49,Debit Card
C116838,Female,46,Debit Card
C116842,Male,26,Debit Card
C116845,Male,34,Credit Card
C116847,Male,22,Cash
C116848,Male,21,Credit Card
C116850,Female,69,Credit Card
C116851,Male,39,Cash
C116853,Female,53,Credit Card
C116858,Female,67,Credit Card
C116860,Male,50,Cash
C116862,Male,52,Cash
C116863,Female,53,Cash
C116864,Female,28,Cash
C116866,Female,64,Cash
C116869,Female,44,Credit Card
C116875,Female,41,Debit Card
C116879,Female,43,Debit Card
C116886,Female,36,Cash
C116888,Male,44,Credit Card
C116896,Male,60,Cash
C116900,Male,60,Credit Card
C116907,Female,69,Cash
C116908,Female,65,Debit Card
C116910,Female,49,Cash
C116918,Female,58,Credit Card
C116921,Female,53,Credit Card
C116922,Male,66,Credit Card
C116934,Female,64,Credit Card
C116937,Female,50,Credit Card
C116939,Male,58,Credit Card
C116940,Female,24,Cash
C116942,Male,36,Cash
C116955,Female,44,Cash
C116956,Male,59,Debit Card
C116960,Female,43,Credit Card
C116967,Female,30,Credit Card
C116968,Male,43,Cash
C116969,Male,65,Credit Card
C116976,Female,57,Credit Card
C116980,Male,20,Credit Card
C116986,Female,48,Cash
C116990,Female,29,Cash
C116996,Female,38,Credit Card
C116999,Male,47,Debit Card
C117002,Male,46,Debit Card
C117003,Male,37,Cash
C117004,Male,27,Cash
C117005,Male,51,Credit Card
C117007,Female,68,Debit Card
C117010,Female,69,Credit Card
C117011,Female,44,Credit Card
C117021,Female,66,Credit Card
C117024,Female,39,Cash
C117026,Female,24,Credit Card
C117028,Male,18,Debit Card
C117029,Female,47,Cash
C117032,Female,51,Credit Card
C117033,Male,65,Cash
C117036,Female,34,Cash
C117038,Female,58,Cash
C117041,Male,42,Credit Card
C117048,Male,26,Debit Card
C117051,Female,56,Cash
C117052,Female,43,Credit Card
C117053,Female,34,Credit Card
C117054,Female,37,Debit Card
C117055,Male,21,Credit Card
C117065,Male,50,Cash
C117066,Male,55,Credit Card
C117067,Female,66,Cash
C117068,Female,67,Cash
C117074,Female,42,Credit Card
C117079,Male,42,Credit Card
C117082,Female,49,Credit Card
C117084,Female,63,Credit Card
C117090,Male,46,Credit Card
C117091,Female,44,Credit Card
C117092,Female,50,Cash
C117094,Female,48,Cash
C117096,Female,25,Cash
C117101,Male,35,Cash
C117102,Male,68,Cash
C117106,Female,36,Cash
C117108,Female,53,Credit Card
C117109,Male,20,Debit Card
C117113,Female,69,Cash
C117116,Male,31,Debit Card
C117118,Female,23,Credit Card
C117123,Male,41,Cash
C117124,Male,41,Cash
C117127,Female,32,Credit Card
C117134,Female,43,Credit Card
C117135,Male,64,Credit Card
C117138,Female,32,Credit Card
C117143,Female,24,Cash
C117145,Female,67,Debit Card
C117147,Male,60,Debit Card
C117150,Female,58,Credit Card
C117158,Male,63,Debit Card
C117162,Male,66,Credit Card
C117164,Male,54,Credit Card
C117165,Female,38,Debit Card
C117169,Female,43,Credit Card
C117176,Female,21,Credit Card
C117180,Female,51,Credit Card
C117182,Female,22,Cash
C117183,Male,39,Cash
C117185,Male,49,Credit Card
C117194,Male,62,Debit Card
C117195,Male,60,Credit Card
C117200,Female,26,Credit Card
C117201,Female,40,Cash
C117208,Male,54,Debit Card
C117209,Female,66,Credit Card
C117214,Female,62,Credit Card
C117215,Female,20,Credit Card
C117218,Female,59,Cash
C117219,Male,56,Credit Card
C117220,Male,66,Cash
C117229,Female,40,Cash
C117232,Female,47,Cash
C117233,Male,34,Credit Card
C117238,Male,61,Cash
C117247,Male,37,Credit Card
C117251,Male,25,Debit Card
C117256,Female,35,Credit Card
C117259,Female,27,Cash
C117270,Female,47,Cash
C117271,Male,64,Cash
C117272,Female,44,Cash
C117275,Female,35,Cash
C117276,Male,52,Cash
C117279,Female,63,Debit Card
C117288,Female,64,Credit Card
C117295,Female,61,Debit Card
C117304,Female,22,Cash
C117307,Female,60,Cash
C117313,Male,23,Cash
C117317,Female,38,Debit Card
C117319,Male,38,Cash
C117320,Female,61,Cash
C117324,Male,33,Cash
C117325,Male,34,Credit Card
C117327,Female,68,Credit Card
C117331,Male,62,Credit Card
C117335,Female,54,Credit Card
C117338,Female,36,Credit Card
C117340,Female,65,Debit Card
C117342,Female,39,Cash
C117343,Female,18,Cash
C117346,Male,53,Credit Card
C117349,Male,30,Credit Card
C117350,Female,58,Cash
C117351,Female,69,Cash
C117352,Male,66,Credit Card
C117353,Female,48,Cash
C117354,Male,26,Debit Card
C117356,Female,58,Cash
C117358,Female,34,Debit Card
C117360,Female,35,Cash
C117362,Female,46,Credit Card
C117363,Female,55,Cash
C117364,Male,21,Debit Card
C117366,Male,30,Credit Card
C117369,Female,43,Credit Card
C117373,Female,35,Debit Card
C117374,Male,24,Cash
C117376,Female,51,Credit Card
C117379,Male,45,Credit Card
C117381,Male,45,Credit Card
C117384,Female,24,Cash
C117386,Male,47,Debit Card
C117393,Female,46,Credit Card
C117394,Female,66,Cash
C117395,Female,53,Debit Card
C117397,Male,60,Debit Card
C117406,Female,55,Credit Card
C117410,Male,27,Cash
C117413,Male,59,Credit Card
C117417,Female,22,Credit Card
C117418,Male,66,Credit Card
C117421,Female,41,Debit Card
C117424,Female,48,Credit Card
C117429,Male,47,Cash
C117434,Female,63,Cash
C117442,Female,65,Cash
C117444,Male,28,Cash
C117446,Female,65,Credit Card
C117449,Female,32,Cash
C117452,Male,61,Credit Card
C117453,Male,64,Cash
C117455,Male,19,Cash
C117458,Female,22,Cash
C117460,Male,29,Cash
C117466,Female,23,Debit Card
C117472,Female,23,Credit Card
C117473,Male,25,Cash
C117480,Female,26,Cash
C117481,Female,26,Cash
C117483,Female,49,Cash
C117485,Male,58,Cash
C117487,Female,40,Credit Card
C117491,Male,34,Cash
C117498,Female,58,Cash
C117500,Male,28,Debit Card
C117509,Female,38,Credit Card
C117511,Female,25,Cash
C117512,Male,24,Debit Card
C117524,Female,61,Cash
C117527,Female,43,Cash
C117528,Male,52,Cash
C117530,Male,27,Credit Card
C117534,Female,49,Cash
C117535,Female,45,Cash
C117541,Male,21,Credit Card
C117542,Female,56,Debit Card
C117545,Male,23,Credit Card
C117551,Female,64,Credit Card
C117552,Female,53,Cash
C117553,Male,53,Cash
C117554,Male,34,Credit Card
C117556,Female,27,Credit Card
C117562,Female,22,Debit Card
C117563,Female,41,Cash
C117567,Female,55,Credit Card
C117569,Female,42,Cash
C117572,Male,30,Cash
C117573,Male,18,Credit Card
C117575,Female,57,Debit Card
C117576,Female,42,Debit Card
C117577,Male,46,Cash
C117578,Male,38,Credit Card
C117589,Female,58,Credit Card
C117592,Female,67,Debit Card
C117596,Female,18,Credit Card
C117597,Female,27,Credit Card
C117598,Female,29,Credit Card
C117602,Male,66,Cash
C117605,Female,52,Cash
C117607,Male,18,Credit Card
C117612,Female,46,Debit Card
C117624,Female,62,Cash
C117626,Male,52,Credit Card
C117632,Female,63,Cash
C117633,Male,39,Cash
C117638,Male,25,Cash
C117646,Male,65,Cash
C117648,Male,18,Credit Card
C117650,Male,55,Credit Card
C117651,Male,18,Credit Card
C117655,Female,69,Cash
C117661,Female,18,Cash
C117662,Male,67,Cash
C117672,Female,49,Debit Card
C117675,Male,40,Cash
C117680,Male,54,Cash
C117681,Male,61,Cash
C117682,Female,60,Credit Card
C117687,Female,41,Cash
C117689,Female,18,Cash
C117695,Female,26,Cash
C117698,Female,18,Credit Card
C117699,Male,38,Debit Card
C117700,Female,69,Cash
C117707,Male,39,Credit Card
C117709,Female,69,Debit Card
C117714,Male,32,Cash
C117717,Female,28,Cash
C117722,Male,59,Debit Card
C117728,Male,53,Cash
C117733,Female,55,Credit Card
C117734,Female,25,Cash
C117735,Male,54,Cash
C117737,Male,25,Credit Card
C117746,Male,61,Cash
C117747,Female,30,Credit Card
C117749,Male,29,Cash
C117750,Female,26,Cash
C117752,Female,50,Cash
C117753,Male,37,Cash
C117755,Male,30,Debit Card
C117756,Male,53,Debit Card
C117759,Male,68,Cash
C117765,Female,52,Credit Card
C117766,Female,34,Credit Card
C117771,Female,41,Credit Card
C117772,Male,45,Cash
C117774,Male,42,Credit Card
C117779,Female,38,Cash
C117781,Female,56,Cash
C117788,Female,48,Credit Card
C117795,Female,69,Debit Card
C117797,Male,59,Cash
C117798,Female,38,Debit Card
C117799,Male,64,Credit Card
C117800,Female,64,Debit Card
C117805,Male,43,Credit Card
C117810,Female,35,Cash
C117812,Female,36,Credit Card
C117814,Female,39,Credit Card
C117818,Male,34,Cash
C117823,Female,48,Cash
C117824,Female,38,Credit Card
C117825,Male,62,Debit Card
C117827,Male,64,Debit Card
C117829,Female,44,Cash
C117831,Female,60,Debit Card
C117835,Male,55,Credit Card
C117836,Female,61,Credit Card
C117840,Male,42,Credit Card
C117842,Female,19,Debit Card
C117843,Female,63,Debit Card
C117844,Male,63,Credit Card
C117847,Female,42,Cash
C117848,Male,24,Cash
C117849,Male,36,Cash
C117858,Female,32,Credit Card
C117860,Female,68,Debit Card
C117862,Female,44,Debit Card
C117865,Female,19,Cash
C117866,Female,36,Credit Card
C117875,Male,25,Cash
C117877,Male,28,Credit Card
C117880,Female,23,Cash
C117881,Female,22,Cash
C117884,Male,30,Debit Card
C117892,Male,69,Cash
C117893,Female,34,Credit Card
C117901,Male,31,Credit Card
C117903,Female,57,Credit Card
C117904,Male,59,Credit Card
C117907,Male,47,Credit Card
C117910,Female,32,Credit Card
C117912,Male,23,Credit Card
C117913,Female,68,Credit Card
C117914,Female,58,Credit Card
C117916,Female,50,Cash
C117917,Male,23,Debit Card
C117923,Female,59,Credit Card
C117924,Male,28,Debit Card
C117928,Male,33,Cash
C117932,Female,46,Debit Card
C117933,Female,38,Credit Card
C117935,Male,59,Debit Card
C117942,Female,19,Credit Card
C117944,Female,67,Cash
C117949,Female,57,Debit Card
C117956,Female,39,Cash
C117957,Male,64,Credit Card
C117958,Female,31,Debit Card
C117959,Male,18,Cash
C117961,Female,39,Cash
C117969,Male,65,Cash
C117971,Male,52,Credit Card
C117972,Female,69,Debit Card
C117982,Female,48,Cash
C117987,Male,55,Cash
C117990,Female,58,Credit Card
C117991,Male,61,Cash
C117995,Female,52,Debit Card
C117998,Male,31,Cash
C118002,Female,56,Cash
C118003,Female,54,Credit Card
C118004,Female,47,Credit Card
C118005,Female,50,Debit Card
C118013,Female,58,Credit Card
C118018,Female,20,Cash
C118021,Female,68,Credit Card
C118023,Female,58,Debit Card
C118024,Female,45,Debit Card
C118026,Female,36,Cash
C118028,Female,50,Credit Card
C118029,Male,62,Credit Card
C118032,Female,32,Cash
C118039,Female,25,Cash
C118040,Male,24,Credit Card
C118043,Male,66,Cash
C118046,Female,36,Debit Card
C118049,Male,27,Cash
C118050,Male,54,Debit Card
C118059,Female,45,Credit Card
C118061,Male,48,Credit Card
C118063,Male,34,Cash
C118065,Male,51,Cash
C118067,Male,,Debit Card
C118073,Female,45,Credit Card
C118074,Female,64,Debit Card
C118077,Male,32,Credit Card
C118084,Female,56,Debit Card
C118085,Male,33,Cash
C118087,Female,42,Debit Card
C118100,Male,69,Cash
C118101,Male,39,Cash
C118103,Male,51,Credit Card
C118114,Female,67,Cash
C118116,Female,40,Cash
C118119,Male,28,Cash
C118122,Male,59,Debit Card
C118125,Female,58,Debit Card
C118129,Female,54,Cash
C118131,Male,39,Credit Card
C118134,Male,30,Credit Card
C118138,Female,68,Cash
C118148,Female,18,Cash
C118149,Female,29,Cash
C118150,Female,60,Cash
C118158,Male,24,Credit Card
C118160,Female,46,Credit Card
C118167,Female,50,Credit Card
C118168,Male,55,Cash
C118170,Female,19,Cash
C118171,Male,46,Debit Card
C118172,Male,45,Credit Card
C118179,Female,66,Cash
C118180,Male,67,Cash
C118186,Male,33,Credit Card
C118189,Female,21,Credit Card
C118191,Female,44,Credit Card
C118193,Male,69,Credit Card
C118194,Male,42,Credit Card
C118201,Female,46,Debit Card
C118204,Female,52,Cash
C118205,Female,29,Cash
C118211,Male,66,Debit Card
C118218,Male,53,Cash
C118224,Male,27,Cash
C118227,Female,25,Credit Card
C118230,Male,57,Cash
C118232,Male,47,Credit Card
C118234,Male,19,Credit Card
C118236,Male,58,Credit Card
C118239,Female,22,Cash
C118242,Male,45,Debit Card
C118243,Female,32,Cash
C118245,Male,45,Debit Card
C118247,Female,46,Credit Card
C118250,Male,19,Credit Card
C118254,Female,21,Cash
C118256,Male,65,Cash
C118259,Male,33,Cash
C118261,Female,48,Cash
C118266,Male,61,Debit Card
C118276,Female,56,Credit Card
C118282,Female,36,Credit Card
C118284,Male,46,Cash
C118288,Female,59,Credit Card
C118289,Female,38,Cash
C118291,Female,22,Cash
C118292,Male,58,Cash
C118294,Female,63,Credit Card
C118295,Female,53,Credit Card
C118298,Male,32,Credit Card
C118306,Female,30,Debit Card
C118311,Male,31,Cash
C118312,Female,50,Cash
C118314,Female,28,Cash
C118315,Female,64,Cash
C118318,Female,38,Cash
C118320,Female,61,Credit Card
C118321,Male,60,Cash
C118324,Male,26,Debit Card
C118327,Male,54,Cash
C118330,Female,19,Credit Card
C118331,Female,44,Cash
C118332,Female,29,Cash
C118338,Male,39,Debit Card
C118339,Male,43,Credit Card
C118341,Female,39,Credit Card
C118342,Female,47,Debit Card
C118347,Female,69,Credit Card
C118348,Male,64,Cash
C118349,Male,22,Credit Card
C118353,Male,30,Cash
C118366,Male,18,Debit Card
C118369,Male,55,Cash
C118370,Female,53,Cash
C118376,Male,52,Cash
C118380,Female,30,Debit Card
C118381,Female,35,Cash
C118383,Male,44,Credit Card
C118384,Female,47,Credit Card
C118386,Female,61,Credit Card
C118389,Female,67,Credit Card
C118391,Female,57,Debit Card
C118398,Female,22,Debit Card
C118399,Female,46,Cash
C118403,Female,21,Cash
C118405,Female,63,Cash
C118407,Female,67,Cash
C118410,Male,61,Credit Card
C118412,Female,31,Cash
C118413,Female,38,Cash
C118415,Female,40,Cash
C118418,Female,36,Debit Card
C118420,Male,42,Credit Card
C118423,Male,31,Debit Card
C118427,Male,40,Cash
C118428,Male,64,Credit Card
C118430,Female,44,Cash
C118432,Female,18,Cash
C118435,Female,51,Cash
C118439,Male,24,Debit Card
C118442,Female,25,Credit Card
C118444,Male,61,Credit Card
C118447,Male,48,Cash
C118448,Male,25,Credit Card
C118449,Female,20,Debit Card
C118451,Female,35,Cash
C118457,Female,28,Debit Card
C118460,Female,23,Cash
C118461,Male,30,Credit Card
C118463,Male,45,Credit Card
C118465,Female,37,Cash
C118466,Male,49,Debit Card
C118467,Female,65,Credit Card
C118477,Male,41,Cash
C118481,Female,44,Credit Card
C118484,Male,40,Cash
C118485,Male,38,Cash
C118492,Male,63,Cash
C118493,Female,30,Cash
C118494,Female,39,Cash
C118509,Male,51,Cash
C118510,Female,31,Debit Card
C118513,Male,47,Cash
C118519,Male,24,Debit Card
C118521,Female,37,Debit Card
C118522,Male,29,Debit Card
C118524,Male,37,Credit Card
C118528,Female,42,Credit Card
C118529,Female,18,Cash
C118535,Female,35,Credit Card
C118536,Male,49,Credit Card
C118537,Female,27,Debit Card
C118538,Male,34,Credit Card
C118541,Female,48,Debit Card
C118542,Female,48,Credit Card
C118543,Female,43,Cash
C118548,Male,66,Cash
C118549,Male,69,Credit Card
C118550,Female,57,Cash
C118551,Female,32,Debit Card
C118564,Male,53,Debit Card
C118567,Male,31,Cash
C118568,Male,37,Credit Card
C118571,Female,46,Cash
C118572,Male,40,Cash
C118574,Male,47,Cash
C118575,Male,18,Cash
C118579,Female,48,Credit Card
C118584,Male,35,Cash
C118586,Female,68,Cash
C118587,Female,27,Credit Card
C118589,Male,35,Cash
C118593,Female,50,Cash
C118596,Male,55,Cash
C118597,Female,33,Debit Card
C118606,Female,69,Debit Card
C118608,Male,31,Credit Card
C118609,Female,33,Cash
C118612,Male,40,Credit Card
C118613,Male,62,Credit Card
C118617,Female,43,Cash
C118620,Female,52,Cash
C118627,Male,69,Cash
C118631,Female,64,Cash
C118640,Male,33,Cash
C118647,Male,29,Cash
C118651,Male,19,Credit Card
C118656,Female,45,Cash
C118657,Female,23,Cash
C118660,Male,47,Credit Card
C118669,Female,39,Credit Card
C118674,Female,43,Cash
C118676,Male,28,Credit Card
C118684,Female,69,Credit Card
C118686,Male,35,Cash
C118689,Male,51,Cash
C118691,Female,53,Cash
C118693,Male,23,Credit Card
C118694,Female,27,Cash
C118695,Male,30,Debit Card
C118702,Female,58,Credit Card
C118708,Female,57,Credit Card
C118710,Female,54,Cash
C118711,Male,68,Credit Card
C118721,Male,44,Cash
C118724,Female,25,Cash
C118729,Female,38,Cash
C118734,Female,24,Credit Card
C118742,Female,36,Cash
C118744,Male,48,Cash
C118755,Female,19,Credit Card
C118758,Male,59,Cash
C118761,Male,37,Credit Card
C118766,Female,57,Cash
C118769,Female,18,Credit Card
C118771,Female,53,Cash
C118773,Female,48,Debit Card
C118774,Male,24,Debit Card
C118777,Male,41,Credit Card
C118779,Female,60,Debit Card
C118780,Male,41,Cash
C118783,Female,51,Cash
C118784,Female,66,Cash
C118788,Female,69,Debit Card
C118792,Male,49,Cash
C118793,Female,49,Cash
C118798,Male,48,Cash
C118801,Female,22,Cash
C118803,Female,34,Cash
C118808,Female,68,Cash
C118814,Female,24,Cash
C118816,Male,62,Credit Card
C118822,Male,45,Cash
C118823,Female,63,Cash
C118827,Female,42,Debit Card
C118828,Male,35,Debit Card
C118832,Male,23,Credit Card
C118833,Female,52,Credit Card
C118838,Female,24,Debit Card
C118847,Male,55,Cash
C118850,Male,36,Debit Card
C118856,Female,27,Debit Card
C118858,Female,30,Credit Card
C118866,Male,45,Credit Card
C118869,Female,68,Cash
C118870,Female,61,Credit Card
C118872,Female,56,Debit Card
C118873,Female,50,Cash
C118874,Female,33,Credit Card
C118875,Female,52,Credit Card
C118877,Female,,Cash
C118878,Female,21,Credit Card
C118879,Female,63,Credit Card
C118880,Male,31,Cash
C118881,Female,44,Debit Card
C118883,Female,67,Credit Card
C118884,Female,44,Debit Card
C118886,Male,59,Debit Card
C118887,Male,23,Debit Card
C118891,Male,29,Credit Card
C118893,Female,46,Credit Card
C118895,Female,61,Cash
C118896,Male,53,Cash
C118898,Female,61,Credit Card
C118899,Female,21,Credit Card
C118910,Female,20,Cash
C118914,Female,31,Credit Card
C118917,Female,62,Debit Card
C118919,Male,66,Cash
C118920,Female,68,Cash
C118923,Female,23,Credit Card
C118925,Female,61,Credit Card
C118926,Male,20,Credit Card
C118927,Female,67,Cash
C118931,Male,45,Debit Card
C118933,Female,58,Cash
C118941,Female,57,Credit Card
C118943,Female,46,Credit Card
C118944,Male,56,Credit Card
C118946,Female,47,Credit Card
C118963,Female,50,Debit Card
C118969,Male,22,Cash
C118978,Male,58,Credit Card
C118981,Female,45,Cash
C118985,Male,20,Credit Card
C118987,Female,52,Cash
C118988,Female,25,Debit Card
C118998,Female,55,Credit Card
C119004,Female,57,Credit Card
C119009,Female,45,Debit Card
C119010,Female,31,Credit Card
C119013,Female,53,Cash
C119015,Female,32,Credit Card
C119017,Male,65,Credit Card
C119020,Male,44,Credit Card
C119021,Female,61,Credit Card
C119022,Male,41,Cash
C119027,Male,65,Credit Card
C119029,Female,67,Cash
C119032,Female,40,Cash
C119033,Male,35,Credit Card
C119037,Female,25,Debit Card
C119039,Male,65,Cash
C119042,Female,50,Cash
C119043,Female,29,Debit Card
C119044,Male,43,Cash
C119045,Female,23,Cash
C119046,Female,50,Debit Card
C119048,Female,62,Cash
C119049,Female,25,Cash
C119050,Female,19,Cash
C119052,Female,64,Cash
C119058,Female,41,Credit Card
C119065,Female,26,Cash
C119066,Female,52,Credit Card
C119067,Male,48,Credit Card
C119068,Female,40,Credit Card
C119070,Male,60,Debit Card
C119071,Male,62,Cash
C119074,Female,41,Debit Card
C119079,Female,34,Credit Card
C119087,Male,49,Cash
C119088,Female,63,Credit Card
C119090,Male,39,Cash
C119094,Female,47,Cash
C119099,Male,45,Cash
C119101,Male,29,Credit Card
C119105,Female,26,Cash
C119106,Female,61,Cash
C119107,Male,63,Cash
C119112,Female,38,Credit Card
C119113,Female,52,Credit Card
C119114,Female,32,Credit Card
C119123,Male,50,Credit Card
C119126,Female,46,Credit Card
C119128,Female,49,Cash
C119132,Female,33,Debit Card
C119133,Female,52,Cash
C119135,Female,68,Credit Card
C119139,Male,51,Credit Card
C119140,Female,18,Credit Card
C119141,Female,39,Cash
C119143,Female,30,Credit Card
C119145,Female,69,Cash
C119151,Female,45,Cash
C119152,Female,48,Cash
C119157,Female,22,Credit Card
C119164,Male,35,Credit Card
C119169,Female,41,Credit Card
C119170,Male,58,Credit Card
C119174,Male,65,Credit Card
C119176,Female,52,Credit Card
C119178,Male,55,Debit Card
C119181,Male,54,Credit Card
C119182,Male,20,Cash
C119187,Female,53,Cash
C119189,Male,37,Cash
C119197,Male,20,Cash
C119198,Female,49,Debit Card
C119200,Male,64,Cash
C119206,Female,24,Debit Card
C119210,Female,39,Cash
C119218,Female,59,Cash
C119219,Female,68,Credit Card
C119223,Female,55,Credit Card
C119225,Male,59,Debit Card
C119228,Female,49,Cash
C119229,Male,59,Cash
C119236,Male,47,Cash
C119238,Female,48,Cash
C119240,Female,64,Credit Card
C119244,Female,42,Credit Card
C119251,Male,54,Cash
C119253,Female,42,Cash
C119255,Female,21,Credit Card
C119256,Female,54,Cash
C119260,Female,60,Debit Card
C119266,Male,48,Cash
C119270,Female,32,Cash
C119271,Female,26,Credit Card
C119274,Female,38,Credit Card
C119279,Female,63,Cash
C119282,Female,49,Credit Card
C119283,Male,18,Credit Card
C119286,Female,63,Cash
C119287,Male,24,Cash
C119290,Female,21,Cash
C119294,Female,44,Credit Card
C119297,Male,40,Credit Card
C119301,Female,26,Credit Card
C119302,Male,51,Credit Card
C119305,Male,25,Credit Card
C119307,Male,50,Credit Card
C119309,Male,55,Cash
C119310,Male,20,Credit Card
C119313,Male,62,Cash
C119318,Male,54,Debit Card
C119322,Male,68,Cash
C119325,Male,32,Cash
C119327,Female,45,Debit Card
C119335,Female,68,Credit Card
C119336,Female,58,Cash
C119340,Female,68,Cash
C119352,Male,45,Cash
C119354,Female,64,Debit Card
C119358,Female,43,Debit Card
C119359,Male,36,Credit Card
C119361,Male,37,Debit Card
C119362,Female,42,Cash
C119364,Female,44,Cash
C119370,Male,51,Credit Card
C119371,Male,25,Debit Card
C119373,Female,51,Cash
C119377,Male,20,Cash
C119378,Female,40,Debit Card
C119380,Female,23,Credit Card
C119381,Female,33,Credit Card
C119387,Female,44,Debit Card
C119404,Male,46,Cash
C119406,Female,26,Cash
C119408,Female,69,Credit Card
C119414,Female,68,Credit Card
C119416,Female,64,Cash
C119420,Male,58,Credit Card
C119421,Female,39,Credit Card
C119424,Female,68,Cash
C119431,Female,42,Cash
C119432,Male,60,Cash
C119433,Female,51,Cash
C119440,Male,38,Credit Card
C119441,Female,35,Credit Card
C119444,Male,56,Cash
C119451,Male,31,Cash
C119454,Male,34,Cash
C119455,Male,37,Credit Card
C119456,Male,62,Cash
C119458,Male,25,Credit Card
C119461,Female,24,Credit Card
C119462,Female,22,Credit Card
C119466,Male,22,Cash
C119470,Male,66,Credit Card
C119471,Female,33,Cash
C119474,Female,54,Credit Card
C119475,Male,42,Cash
C119476,Male,25,Debit Card
C119478,Male,51,Cash
C119483,Female,58,Credit Card
C119484,Male,56,Cash
C119485,Male,52,Cash
C119490,Male,53,Cash
C119493,Female,20,Credit Card
C119495,Female,67,Debit Card
C119496,Female,57,Credit Card
C119497,Female,36,Cash
C119498,Female,38,Credit Card
C119499,Female,33,Credit Card
C119504,Female,32,Credit Card
C119512,Male,53,Debit Card
C119515,Male,27,Debit Card
C119523,Male,34,Credit Card
C119524,Female,36,Credit Card
C119527,Male,32,Debit Card
C119529,Female,29,Credit Card
C119535,Male,22,Cash
C119537,Male,59,Debit Card
C119542,Female,35,Cash
C119546,Female,28,Credit Card
C119547,Female,38,Cash
C119549,Male,22,Cash
C119554,Female,57,Cash
C119557,Female,33,Debit Card
C119559,Female,60,Cash
C119562,Male,59,Cash
C119563,Female,59,Cash
C119566,Male,41,Cash
C119569,Male,49,Cash
C119570,Male,56,Credit Card
C119572,Female,59,Credit Card
C119577,Male,56,Cash
C119579,Male,48,Cash
C119592,Female,25,Cash
C119594,Male,22,Credit Card
C119598,Male,18,Cash
C119599,Female,64,Cash
C119600,Female,54,Debit Card
C119601,Male,43,Cash
C119603,Male,20,Cash
C119606,Female,52,Credit Card
C119616,Female,47,Debit Card
C119622,Male,51,Cash
C119623,Female,60,Cash
C119626,Female,40,Debit Card
C119627,Female,27,Cash
C119628,Female,56,Credit Card
C119632,Male,36,Cash
C119634,Female,61,Credit Card
C119636,Male,54,Cash
C119639,Male,21,Debit Card
C119642,Female,27,Debit Card
C119648,Female,31,Credit Card
C119650,Female,34,Credit Card
C119655,Female,51,Cash
C119656,Female,67,Credit Card
C119657,Female,34,Credit Card
C119658,Female,42,Credit Card
C119662,Female,66,Debit Card
C119663,Female,52,Cash
C119664,Female,48,Debit Card
C119665,Male,50,Cash
C119666,Male,44,Cash
C119671,Female,32,Credit Card
C119679,Male,28,Debit Card
C119687,Female,22,Cash
C119688,Female,25,Credit Card
C119689,Female,67,Debit Card
C119690,Female,28,Credit Card
C119691,Female,35,Credit Card
C119700,Female,61,Cash
C119703,Male,32,Credit Card
C119704,Female,24,Cash
C119709,Female,25,Cash
C119710,Female,51,Cash
C119721,Male,46,Cash
C119723,Female,55,Cash
C119726,Female,22,Credit Card
C119728,Female,21,Debit Card
C119731,Female,69,Credit Card
C119732,Male,44,Cash
C119733,Female,68,Cash
C119734,Male,40,Credit Card
C119738,Female,66,Cash
C119746,Female,48,Debit Card
C119747,Female,69,Credit Card
C119748,Female,23,Credit Card
C119751,Male,20,Debit Card
C119752,Female,40,Credit Card
C119758,Male,67,Credit Card
C119761,Male,50,Credit Card
C119762,Female,46,Debit Card
C119767,Male,65,Credit Card
C119768,Female,68,Cash
C119770,Female,30,Cash
C119772,Female,52,Credit Card
C119774,Male,51,Credit Card
C119779,Female,21,Cash
C119783,Female,64,Credit Card
C119789,Female,46,Cash
